,District Code,District Name,Ward Code,Ward Name,District Population,District Acreage (Km2),District Latitude,District Longitude,Venue Id,Venue Name,Venue Latitude,Venue Longitude,Venue Category
0,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5cf5112d35811b002c10c030,Cộng Caphe - Nhà Thờ Tân Định,10.788813,106.69087,Coffee Shop
1,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5daad4eabe7d890007ce18a9,phúc long trần quang khải,10.79238,106.694436,Coffee Shop
2,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5e5242732609e60008c7ce84,Cafe Biệt Động,10.792224,106.688356,Coffee Shop
3,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5c42d51d3092be002c9eead6,Cheese Coffee,10.796439,106.690473,Coffee Shop
4,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e54e1821f6e7ab6b1b72642,Trung Nguyên Coffee,10.78974090557398,106.6895774573999,Coffee Shop
5,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5d183a2212f172002339663b,Balzar De Cafe,10.795382,106.690949,Coffee Shop
6,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4cc793dc3c40a35d17f86f2e,Cat Dang,10.790128310992468,106.68862663455053,Coffee Shop
7,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,562d9909498efb84a847e083,Highlands Coffee,10.791881,106.691607,Coffee Shop
8,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4c428952cc410f47f20cad61,Bản Sonate,10.79238442906386,106.68865075423189,Coffee Shop
9,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,56deeac6498e579cdb960c2d,Cộng Cà Phê,10.796060260521044,106.69079504769809,Coffee Shop
10,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5e30012d6aa7cc0008a0af5d,Cokernut Cafe,10.793363,106.689523,Coffee Shop
11,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5e32953bd6a1a80007ffcdbb,#Whatevercafe,10.789948,106.688902,Coffee Shop
12,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5d3bac4d1b3a0000087433bf,The Coffee House TQK,10.791748,106.689829,Coffee Shop
